text,label
"An easy-going, boil-in-the-bag romcom. It relies a little too much on slapstick to fill out its 90 mins but, given its simple plot it's got enough wit and clean charm to make a go of it.<br /><br />I've always been a Courtney Cox fan and she definitely gives us something in addition to regurgitating Monica Gellerisms. David Arquette is a sweet, chubby version of Adam Sandler. This slightly off-kilter duo, a real life couple, have a first-class straight 'guy' in Viola Davis (one of the better coloured actresses in Hollywood, doing the day job stoically).<br /><br />There's nothing to it but it's not too sickly for a wet afternoon on the sofa. 3/10",1.0
"I believe this is my first one-star rating for an IMDb comment entry, and the only reason I award it one star is that there is no zero star setting. I watched an extremely rare Greek made video of this film last fall and only now have found the stomach to discuss it: I gave up at about the fifty minute point, depressed, sickened and feeling used. This is a movie that had no artistic urgency behind it's making, it was just an attempt by some producers and distributors to cash in on a notorious XXX rape fantasy movie made under the same title, FORCED ENTRY. The plot for both is the same: Demented psychopathic retard working at a gas station uses the opportunity and in some cases house keys left behind by his female customers to rape, torture, and then murder them. Are we having fun yet?<br /><br />I have never seen the original version. Rape fantasy movies are about as useful to me as a hemorrhaging spleen or perhaps the decomposing carcass of a camel. But from all accounts the 1974 porn version of FORCED ENTRY is one of the harshest, most uncompromising and gleefully evil movies ever made, working as a sort of a warped commentary on the post-Vietnam era violence obsessed culture which bred it's lunatic murderer. Even if offered the chance to partake I would decline, I do not need to see such things when stuff like the complete H.R. PUFFNSTUFF box set is available, or the bathroom needs cleaning. Life is short.<br /><br />The XXX version at least stood for something and was an original idea taken to it's logical extreme; It is filth for sure, yet at least the filmmakers had the guts to get down there in the trenches with their viewers. By contrast, the 1975 MPAA R rated film is a dismal, depressing slog ""livened up"" by moments of suggestively sick violence involving things like the bondage rape & murder of a 15 year old girl who stops by the protagonist's filling station with a flat tire on her bike. The attack is not shown in detail but in a suggestive manner that is perhaps even more disturbing in that it allows the viewer to complete the images in their mind's eye. The retarded animal at the center of the story is a general walking disaster area, every attractive young woman who comes in contact with him ends up dead after being mauled & mutilated, and after about the fourth murder I simply decided I'd had enough. To this day I have no idea nor do I care as to how the movie resolved itself.<br /><br />The problem is that the film does not have the interest to be true to it's own convictions, and uses the MPAA R certificate as an excuse to back off from showing exactly what it is that it's target audience of vicarious sex criminals are tuning in to see. It is more interested in selling tickets than being true to its own nature, an incredibly irresponsible approach since there are some who probably took the suggestions seriously. We already had the urban legend of the service station attendant who uses the trust put in him by his female customers to compromise them. It seems to me that what this movie serves to do is provide a sort of blueprint to how you go about bringing that fantasy to life, but does not have the balsam to show the necessary payoff to complete the circle and evoke the sheer revulsion that the XXX version reportedly does.<br /><br />Frankly though, I have wasted too much time on this pathetic, stupid, meaningless and unredeemable movie. Cult DVD company Code Red is supposedly preparing a DVD release, and my question is, why? Who on earth do they think is interested in seeing this? aside from uninformed James Bond fans hoping to catch a glimpse of Tonya Roberts' tits, and the contingent of sick, dangerous perverts who get their jollies out of watching movies that show women suffering. If that's the best they can do for a demographic then they have missed the point of low budget cult horror with an erotic tinge: There are SO many clever, interesting and sick, demented little horror movies out there waiting to be discovered that there is no excuse for making this available aside from sheer greed. The notoriety of the title might ensure enough sales to earn back their production cost and make a few dollars, but it will do so at the expense of a lot of goodwill. Starting with mine.<br /><br />1/10: Complete garbage, without any redeeming qualities at all and that includes the early performances by the A-list actresses snookered into making the film.",0.0
"Echoing narration informs us about the ""diabolical"" new threat of voodoo on the island of ""Korbai"" near Haiti and a laughing, sneering midget in sunglasses cuts the head off a (real) chicken. Then Anabella (played by Julissa), a member of the International Anti-Saloon League informs some soldiers that, ""Modern science has proved that alcohol is responsible for 99.2% of all the worlds sins!"" She arrives on the island with others to visit her uncle Carl von Molder (Boris Karloff or his masked double).<br /><br />Meanwhile, blue-faced zombies are overrunning the island. Voodoo cultists kill soldiers with a blowgun, strangulation and machete and regularly resurrect the dead with the help of the dwarf (who whips them). Rabid zombie women eat a man and one soldier adopts one as his girlfriend to scratch his back and fan him. (""Imagine a beautiful woman that can't talk. Every man's dream!"") The niece has an extremely bizarre dream of her evil double suggestively sucking on a (real, live) snake before kissing her (?)<br /><br />Little of this movie makes sense and the ending stinks, but it has some weird, senseless stuff to recommend. It's one of four much-hated movies Karloff did in 1968 before his death, constituting his final film work.",1.0
"How can someone buy this film. My husband and I have been trying for two years but we can't find it. Is there a copy out there available, if so what is the price? It is not at all a cartoon but an excellent piece of Victorian art. The drawings evoke the sketches used in Dickens own time. There are moments that are intense, certainly frightening for young children.<br /><br />The pacing causes one to feel as though Scooge has very little time left to mend his ways. The ghost of Christmas Present is much darker than in other versions. Ignorance and Want are included in a very effective and horrific manner. Marley's ghost is not to be missed.<br /><br />This is anything but Mr Magoo or Mickey Mouse Dickens. Please post info as to where it can be found.",1.0
"I'd like to start off as saying that I, like so many horror film buffs, enjoy the cheap laughs to be acquired from B-grade trash. The film ""Campfire Stories,"" however, isn't even amusing accidentally. I'd love to know how badly Jamie-Lynn DiScala, David Johansen, and the Misfits needed money to partake in this utter waste of celluloid. I knew this one was going to be trouble when I saw a talking skull engulfed in flames at the beginning. From there on in, we have two annoying young men who can't tell a joke correctly get lost in the woods with a beautiful ""Sopranos"" girl, where they come across Ranger Bill, Buster Poindexter's evil alter-ego. He proceeds to bore them to death with three generic horror tales with relentlessly inane twists at the end of each. The first tale is of a nameless lunatic who escapes the Corbin Bernsen Institute of Dentistry, reestablishes himself as a Catholic high school janitor, and takes out four of the young men they randomly pulled off the street to play the most annoying bullies I've ever seen. The second tale involves three career criminals who rob a Native American spiritualist, smoke his peace pipe, and are tormented by legions of computer animations created by first-year graphic arts majors from a community college. The third tale involves a homicidal maniac whose identity you'll probably figure out long before it's ""revealed."" After sitting through these three sessions of ungodly torment, we're finally punished with a ""surprise ending"" which tries to tie everything together but fails miserably along with everything preceding it. ""Campfire Stories"" has no scares, no humor, and over all, no redeeming value whatsoever. If you want a real scare, light up a campfire and tell your own stories; they'll be a hundred times scarier than this waste of film.",0.0
"Eugene Lourie did not make socially important film like his fellow 1950's directors like Stanley Kramer, or Elia Kazan. Instead, Lourie made three exciting films depicting a giant dinosaur attacking a major city. His first was 1953's THE BEAST FROM 20,000 FATHOMS, with classic stop motion effects by Ray Harryhausen. The best of this trio was 1960's GORGO, where a highly annoyed off mommy dinosaur rips London into shreds rescuing it's captive baby. Available in this box set is his 1959 Dino-fest, THE GIANT BEHEMOTH, the weakest of Lourie's monster movies, but still, a fun time at the movies. Before, after and during making his own films, Lourie as a art director for Clint Eastwood, Sam Fuller, Jean Renoir, and Charles Chaplin. <br /><br />The behemoth problem with THE GIANT BEHEMOTH is that it is slow paced. 37 minutes in we get to see the monster's shoulder. It will take another eleven minutes to get to our first monster scene- where Behemoth raises out of the water, and attacks a Thames River ferryboat. One wonders how many animators worked on this film. One of the animators was pioneering stop-motion artist Willis O'Brien, who animated life into the silent THE LOST WORLD, the 1933 KING KONG, and many other exciting monster films. The stop motion animation varies from inventive,",1.0
"Phew! Well, this is certainly no bundle of fun. What an ugly film, was my first thought as I stared at the closing credits. As a seasoned film fan, one is always put on guard when a male lead tells his partner that she should experiment with sleeping with other people. He would not be jealous - oh yea! But here things go from bad to really awful and as someone else has noted it is almost inconceivable that one would be likely to choose to revisit this little number. Having said all that, to discover than long time Chabrol script writer, Paul Gegauff, not only wrote this nasty piece but plays the male lead in question. Not only that but his real life wife plays the appallingly treated partner AND that their actual daughter, plays their screen daughter, just about the only light relief this movie has. Hard to recommend to non Chabrol fans but certainly a powerful piece of cinema.",0.0
"Nowadays the ""Matrix Style"" is a common way to make an action-modern-kung fu movie, in most cases with strange results. But, damn, this ""So Close"" is SOOOO cool!! It has GREAT style and wonderful scenes. I gave it a 9 and I really think it deserves it. Of course, acting is not at the greatest levels of cinema history. But it's not bad and solves its object. Cinematography is great, with some scenes of pure beautiness. Direction is very good. Corey Yuen is really a good director (I also enjoyed ""the transporter"" another Yuen's movie) and uses the camera with great creativity. People who like action movies should be watching this movie now!",1.0
"Despite the interesting cast of Arthur, MacMurray and Melvyn Douglas, this film literally runs out of steam with the concocted ending it displays. Arthur marries MacMurray's business partner Douglas after the former is presumed to have drowned in an accident. Of course, a year later, MacMurray turns up alive and who shall Jean Arthur select as her husband. With the kind of ending we get, it appears that the film is a proponent of bigamy.<br /><br />We've been down this road before in movies, but let's remember that when MacMurray shows up alive, her marriage to Douglas no longer legally exists. This is conveniently forgotten.<br /><br />Douglas and MacMurray go through all sorts of silly ideas, even drawing lots to reach a conclusion.<br /><br />Advocates for group marriage shall enjoy this, give me monogany.",1.0
"In 1942, in Warsaw, a Polish prostitute is murdered in a sadistic way. Major Grau (Omar Sharif), a man from German Intelligence that believes in justice, is in charge of the investigation. An eyewitness saw a German general leaving the building after a scream of the victim. A further investigation shows that three generals do not have any alibi for that night: General Tanz (Peter O'Toole), Maj. Gen. Klus Kahlenberge (Donald Pleasance) and General von Seidlitz-Gabler (Charles Gray). They three avoid a direct contact with Major Grau and become potential suspects. As far as Major Grau gets close to them, he is promoted and sent to Paris.<br /><br />In 1944, in Paris, this quartet is reunited and Major Grau continues his investigation. Meanwhile, a plan for killing Hitler is plotted by his high command; a romance between Ulrike von Seydlitz-Gabler (Joanna Pettet) and Lance Cpl. Kurt Hartmann (Tom Courtenay) is happening and Insp. Morand (Phillipe Noiret) is helping Major Grau in his investigation.<br /><br />The story ends in 1965, in Hamburg, with another similar crime.<br /><br />The first time I watched this film, I was a teenager and I recall that I left the movie theater very impressed. Two days ago, a friend of mine saw this movie again and sent me an e-mail. I decided to watch it again, on VHS, since it has not been released on DVD in Brazil. This movie is really an excellent and very underrated European super production, having a spectacular international cast. Peter O'Toole and Omar Sharif, from `Lawrence of Arabia', have another outstanding performance working together, highlighting the role of Peter O'Toole as a deranged man. It is amazing how Omar Sharif was a great actor in the 1960's. The story has war, mystery, crime, romance, drama and thriller, in right doses. Further, the character of Omar Sharif, as an ethic man who believes and pursues justice, no matter the price, is exciting. The reconstitution of the period is also fantastic, specially the scene of the madness of General Tanz in a block of Warsaw, when he burns and destroys many buildings. My vote is nine.<br /><br />Title (Brazil): `A Noite Dos Generais' (`The Night of the Generals')",1.0
"I was extremely bewildered by the purpose of this film, but even more bewildered by the positive reviews a few people have left for it. It truly holds almost no value as a movie or social commentary at all. The acting is static and makes you feel like you are watching the first performance of several understudys. The subplot involving Merle Perkins' character Susan is unrelated and incomplete. The random black and white vignettes featuring the main character ""Christopher Bedford"" are intrusive and uninformative and I didn't care for a single one of the shallow, archetypical characters we were supposed to relate to.<br /><br />The fact that people found some scathing commentary on the emptiness of the pretty boy ""gym-bunny"" gay lifestyle within this contrived film astounds me. Did I miss something? I saw a story about one man who sleeps around, cheats, and ends up lonely...Was that not an obvious conclusion? The emotionally charged ending seems out of place and adds 5 minutes of drama to a film that was an hour and a half of blah blah blah....YAWN",0.0
"This film was sometimes good, but far too often things got silly and it became hard to take the movie seriously. The more dramatic parts actually aren't that bad, but there are many pointless and fluffy moments in this film, and they really killed any momentum. About an hour in, it was clear that this film would only be good in brief spurts, so in addition to being irritated by dumb scenes, I was getting somewhat bored as well. And then there was the predictability of the whole story. So all-in-all, there isn't much to recommend about this film, and therefore I wouldn't suggest that anyone bother with this movie.",0.0
"Cliff Robertson set out to make two films in J.W. Coop (he worked on the screenplay as well as directed and starred), but in this case his effort winds up as only half a good movie.<br /><br />He starts with an interesting premise -- a former rodeo cowboy emerges from prison c.1970, tries to pick up where he left off, and finds that both society and the rodeo game have moved on. The first half of the film is pretty good, dealing with J.W.'s efforts to adjust to his senile mama (Geraldine Page) and to a society where ""the kids, the commies, and the unions"" (so says one character) are ruining the country.<br /><br />But when J.W. actually starts rodeoing, the picture shifts to an underdog-making-good-in-a-cutthroat-world scenario, as the old cowboy becomes an unlikely dark-horse contender for the national rodeo championship (competing against a younger rider with more corporate savvy). The ending of the film is unsatisfying and leaves us feeling incomplete -- there's more story to be told, but Robertson leaves us to feel sorry for a guy who, frankly, is not beaten down so much by ""the establishment"" as by his own pride.<br /><br />Also unsatisfying is Page's role in the film. She appears in one scene toward the beginning of the movie, and then she disappears. Maybe that's reality, but art provides the opportunity to inject more of her story and her relationship with J.W. into the film. That opportunity is missed. We do learn some more about J.W.'s family as the film progresses, but there's no closure on his mom-and-pop issues, although I suppose one could argue that the lack of parental comfort has something to do with the end of the movie.<br /><br />Robertson the actor is pretty darned good in this film, capturing J.W.'s initial bewilderment, suspicion and frustration with the '70s, and later his delight at having gained the love of a younger woman (Christina Ferrare). And Robertson the director has a nice eye for small towns and ""the sticks"" (there's a scene at a rural crossroads that's beautifully shot). But he's undercut by Robertson the screenwriter -- it's just difficult to buy J.W. as a contender for a major championship right out of prison (even if he has been rodeoing successfully there). And the film bites off more than it can chew in trying to comment both on social change and the rodeo life. This could have been a far stronger movie if it concentrated on one or the other -- and, to be honest, the encounter of a '50s guy with the early '70s was the far more interesting part of the film.",1.0
"This film was extremely well acted and cast, but the story is what I really enjoyed. Many people are commenting on the ""reincarnation"" aspect of the film - they've totally missed the point. The film isn't about reincarnation, it's about how credulousness and emotional fragility leads one woman into a dark, disturbing relationship with a lonely prankster, and ultimately about how one woman gets her revenge for a long-ago wrong.<br /><br />The film is beautifully made, with a soundtrack that sets the mood instead of ""cu-ing"" you on how you are supposed to react to a scene (like so many soundtracks try to do these days).<br /><br />If you like movies that explore the darker side of humanity, then you will really enjoy ""Birth.""",1.0
"I have been a fan of Randolph Scott westerns since childhood and enjoy most of his work, but this movie plods along so slowly that you wish that everyone would shoot each other early and end the misery.<br /><br />The good guys & gals are too noble and self-righteous and the villains are obviously rotten, evil and stupid.<br /><br />The best thing about the film is the color scenery.<br /><br />1 * out of 5.",0.0
"Is it me or has Bollywood really stepped up to a new level these past two years. Performances, locations, directors, make-up and art direction are entering new heights of excellence. While this movie is not perfect, Kudos to Vinod Chopra and his production team in providing the cinema going public with a classy movie. Great locations, great back ground music and powerhouse yet subtle, nuanced performances make this a great watch in the cinema.<br /><br />Bollywood actors seemed to have learned how to underplay and downplay the usual melodrama to give performances that leave a lasting impact. The Big B does not really have much dialogue but his protective and watchful presence can be felt throughout the movie even when he is not in the scene. Now for the Vinot Chopra regulars - After a good performance in the disappointing salaam namaste, saif has been cranking out great performance after performance ( being cyrus, omkara) and Eklavya is no different. He really holds his own against the big B. The supporting cast are all wonderful - Boman Irani was powerful, Jackie had a strong menacing role which was ably suppported by Jimmy Shergill, Vidya Balan mesmerizing as always. Raima Sen and Sharmila Tagore were effective and of course the always excellent Sanjay Dutt in a small role that lightens the mood somewhat.<br /><br />Yes the movie does have a huge star cast but in my opinion the true stars of this movie are the director Mr. VV chopra and the astounding palace/fort location used for the film shoot.<br /><br />This movie can be considered a novelty in Bollywood and I feel it deserves to be watched. It looks as if Yash Raj films, VC films and to a small extent RGV films seem to be at the forefront of Bollywood film making in terms of excellence, profitability and risk taking.",1.0
"Nobel prize winning novelist James Hanson (Richard Moll as Charles Moll) & his wife Claire (Faith Clift) who is a Doctor and has been suffering from nightmares lately, both set off for a holiday in Las Vegas. While watching some in house entertainment at a casino Claire is hypnotised by an English clairvoyant named Cecil Howard. Claire suffers a vivid hallucination about a sadistic SS officer named Olivier (Robert Bristol) in a Nazi concentration camp. After the show Claire talks with Howard and invites him to supper. Soon after she leaves Howard is killed by what appears to be a red light (don't ask). Meanwhile a old Jewish man named Abraham Weiss (Marc Lawrence) who is a Nazi hunter spots Olivier on a T.V. programme and recognises him as the man he has been after for years. Weiss immediately tells his story to bitter, overworked police officer Lieutenant Sterne (Cameron Mitchell) who lives just across the hall from him. Sterne agrees to look into Weiss's claims but eventually admits there is nothing he can do, especially after Weiss gives him some newspaper cuttings from 1944 which appear to show Olivier but since the paper is over 30 years old and Olivier would now be in his 60' or 70's and the guy on T.V. is still in his 20's & therefore Weiss's story is psychically impossible. That night Weiss is found dead in a parking lot. Lt. Sterne decides to take a personal interest and investigate even further. Claire is starting to lose her mind. Her husband James is about to publish a book called 'God is dead' in which James claims God does not and never has existed. Claire as a stout Catholic is deeply against the book and tries to convince James not to publish it. Olivier, who runs a cult of Satan worshippers, feels James would be a good person to have on board and attempts to convince James to join him and his organisation. A guy with a beard named Papini (Maurice Grandmaison) tries to warn James about Olivier, Satan and his book denouncing God. Various people die including Claire's nephew Jim (Klint Stevenson), Claire decides that she alone must put an end to Olivier and Satan himself. Claire and Jim's girlfriend Ann (Christie Wagner) conduct a bizarre plan that Claire believes will destroy Olivier for good, but will it succeed?<br /><br />According to the IMDb's credit list Cataclysm was directed by three separate people, Phillip Marshak, Tom McGowan & Gregg C. Tallas as Greg Tallas. I am not sure if this information is correct but I don't think I've ever heard of a film directed by three different people and maybe that's why it turned out to be a bit of a jumbled up mess. The script by Philip Yordan tries something different and for that it should get at least an extra point. Even though at the end of the day it's still a mess with the story all over the place. Things just happen for little reason, characters aren't that likable and the dialogue in certain scenes isn't up to much. The story becomes occasionally confusing and unfocused. The script comes across as heavy handed at times with it's religious overtones and story arc. Almost as if Yordan wanted to make a thought provoking horror film with a message, obviously it fails, badly. Cataclysm starts out very interesting and draws the viewer in by not revealing too much, too soon. Unfortunately this decision to try and make the plot more mysterious back fires during the middle third as it gets somewhat boring waiting for something to happen but then things explode into a gore drenched finale. The acting is OK for this type of low budget nonsense, except Cift who seems to speak her lines really slowly compared to everyone else. And it's always nice to see genre veteran Cameron Mitchell. Some characters appear dubbed throughout. There is very little, in fact none, blood or gore in the film until the last 10 minutes or so when the red stuff is splashed everywhere. In this sequence there is some real surgery footage in a blood soaked over the top climax to round the film off. I think the film itself was shot on location rather than studio's and has a generally good feel throughout, the production values were much better than I expected. While not brilliant by any stretch of the imagination the photography, editing, special effects, continuity and music are all reasonable enough and I've sat through a lot worse. I'm sure a lot of people will automatically call this film crap as it's an easy target but for those of us who like this sort of off-beat grade-z low budget horror film from days gone by than this one may interest you and is probably worth tracking down. Just because it dares to try something a little different if for no other reason, it doesn't always succeed but at least those involved tried. Overall I'm glad I watched it, certainly not the best film in the world but then did anyone really expect it to be?",1.0
